[04:23:43] [INIT] KubeJS 2001.6.5-build.16; MC 2001 forge
[04:23:43] [INIT] Loaded plugins:
[04:23:43] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgePlugin
[04:23:43] [INIT] - net.mehvahdjukaar.sawmill.integration.KubeJsPlugin
[04:23:43] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbquests.kubejs.KubeJSIntegration
[04:23:43] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbteams.kubejs.FTBTeamsKubeJSPlugin
[04:23:43] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbfiltersystem.kubejs.FFSKubeJSPlugin
[04:23:43] [INIT] - com.bobvarioa.kubejsarsnouveau.KubeJSArsNouveauPlugin
[04:23:43] [INIT] - dev.latvian.mods.kubejs.create.KubeJSCreatePlugin
[04:23:43] [INIT] - qinomed.kubejsdelight.KubeJSDelightPlugin
[04:23:43] [INFO] Loaded script server_scripts:simplyswords.js in 0.005 s
[04:23:43] [INFO] Loaded script server_scripts:storage_item_changes.js in 0.001 s
[04:23:43] [INFO] Loaded script server_scripts:kubejs_enchantments_vanilla.js in 0.01 s
[04:23:43] [INFO] Loaded script server_scripts:kubejs_enchantments_ect.js in 0.002 s
[04:23:43] [INFO] Loaded script server_scripts:craisin.js in 0.003 s
[04:23:43] [INFO] Loaded script server_scripts:betterend_weapons.js in 0.007 s
[04:23:43] [INFO] Loaded script server_scripts:dirt.js in 0.001 s
[04:23:43] [INFO] Loaded script server_scripts:manipulation_essence_stone_conversions.js in 0.002 s
[04:23:43] [INFO] Loaded script server_scripts:everycomp.js in 0.009 s
[04:23:43] [INFO] Loaded script server_scripts:recipes.js in 0.011 s
[04:23:43] [INFO] Loaded script server_scripts:kubejs_enchantments_apotheosis.js in 0.006 s
[04:23:43] [INFO] Loaded script server_scripts:kubejs_eyes_of_ender.js in 0.0 s
[04:23:43] [INFO] Loaded script server_scripts:alexscaves.js in 0.002 s
[04:23:43] [INFO] Loaded script server_scripts:starterkit.js in 0.002 s
[04:23:43] [INFO] Loaded script server_scripts:betternether_and_end_compat.js in 0.003 s
[04:23:43] [INFO] Loaded script server_scripts:haunting_integrations.js in 0.003 s
[04:23:43] [INFO] Loaded script server_scripts:iceandfire.js in 0.001 s
[04:23:43] [INFO] Loaded script server_scripts:silver.js in 0.003 s
[04:23:43] [INFO] Loaded 18/18 KubeJS server scripts in 0.093 s with 0 errors and 0 warnings
[04:24:12] [WARN] Failed to parse recipe 'oreganized:beige_crystal_glass[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:quark/glance_pillar[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'autumnity:wallpapers/magenta_wallpaper_roll[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:quark/raw_lead_bricks[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'doom_and_gloom:olive_vigil_candle_dyeing[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:cloggrum_hammer[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:coral_crystal_glass[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:quark/raw_lead_brick_vertical_slab[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:utherium_dagger[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:quark/raw_silver_bricks[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'autumnity:wallpapers/red_wallpaper_roll[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:waxed_ginger_concrete_powder[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'autumnity:cooking/foul_soup[farmersdelight:cooking]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:quark/raw_silver_brick_slab[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:froststeel_great_axe[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:ginger_crystal_glass_pane[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:rose_crystal_glass_pane[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:aqua_crystal_glass_pane[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'doom_and_gloom:forest_vigil_candle_dyeing[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:beige_crystal_glass_pane[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:utherium_quarterstaff[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:forgotten_club_smithing[minecraft:smithing_transform]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'doom_and_gloom:teal_vigil_candle_dyeing[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'autumnity:wallpapers/black_wallpaper_roll[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:quark/raw_lead_brick_stairs_stonecutter[minecraft:stonecutting]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'knavesneeds:betternether/cincinnasite_diamond/greataxe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:utherium_spear[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:waxed_forest_concrete_powder[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:aqua_crystal_glass[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:forgotten_great_axe_smithing[minecraft:smithing_transform]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'autumnity:cooking/syrup_bottle[farmersdelight:cooking]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'netherexp:stonecutting/from_pale_soul_slate/indented[minecraft:stonecutting]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:tan_crystal_glass_pane[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'extra_compat:cloggrum_great_sword[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:waxed_tan_concrete_powder[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:waxed_coral_concrete_powder[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'doom_and_gloom:coral_vigil_candle[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'doom_and_gloom:navy_vigil_candle[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'knavesneeds:betternether/flaming_ruby/chakram[minecraft:smithing_transform]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'doom_and_gloom:indigo_vigil_candle[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:waxed_beige_concrete_powder[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'doom_and_gloom:ginger_vigil_candle_dyeing[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'autumnity:wallpapers/blue_wallpaper_roll[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [WARN] Failed to parse recipe 'oreganized:quark/raw_lead_brick_stairs[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[04:24:12] [INFO] Found 16081 recipes in 2.099 s
[04:24:13] [INFO] Posted recipe events in 1.251 s
[04:24:13] [WARN] Error parsing recipe oreganized:quark/raw_silver_bricks_revert[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","ingredients":[{"item":"oreganized:raw_silver_bricks"}],"result":{"item":"oreganized:raw_silver","count":9},"conditions":[{"modid":"quark","type":"forge:mod_loaded"},{"type":"quark:flag","flag":"raw_metal_bricks"}]}: Unknown item 'oreganized:raw_silver_bricks'
[04:24:13] [WARN] Error parsing recipe create:sandpaper_polishing/biomes_o_plenty_rose_quartz_chunk[create:sandpaper_polishing]: {"type":"create:sandpaper_polishing","ingredients":[{"item":"biomesoplenty:rose_quartz_chunk"}],"results":[{"item":"create:polished_rose_quartz"}]}: Unknown item 'biomesoplenty:rose_quartz_chunk'
[04:24:13] [WARN] Error parsing recipe farmersdelight:cutting/aromatic/cinnamon_stem[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"aromatic:cinnamon_log_thin"}],"result":[{"item":"aromatic:cinnamon_bark"},{"item":"aromatic:stripped_cinnamon_log_thin"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'aromatic:cinnamon_log_thin'
[04:24:13] [WARN] Error parsing recipe farmersdelight:cutting/aromatic/cinnamon_wood[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"aromatic:cinnamon_wood"}],"result":[{"item":"farmersdelight:tree_bark"},{"item":"aromatic:stripped_cinnamon_wood"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'aromatic:cinnamon_wood'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/wilderness/overgrown_oak_wood[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"wilderness:overgrown_oak_wood"}],"result":[{"item":"minecraft:moss_block"},{"item":"minecraft:oak_wood"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'wilderness:overgrown_oak_wood'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/conjurer_illager/conjurer_hat[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"conjurer_illager:conjurer_hat"}],"result":[{"count":2,"item":"minecraft:leather"},{"count":2,"item":"minecraft:black_dye"}],"tool":{"tag":"forge:shears"}}: Unknown item 'conjurer_illager:conjurer_hat'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/habitat/red_anthurium[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"habitat:red_anthurium"}],"result":[{"count":2,"item":"minecraft:red_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'habitat:red_anthurium'
[04:24:14] [WARN] Error parsing recipe oreganized:quark/raw_lead_bricks_revert[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","ingredients":[{"item":"oreganized:raw_lead_bricks"}],"result":{"item":"oreganized:raw_lead","count":9},"conditions":[{"modid":"quark","type":"forge:mod_loaded"},{"type":"quark:flag","flag":"raw_metal_bricks"}]}: Unknown item 'oreganized:raw_lead_bricks'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/wilderness/overgrown_spruce_log[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"wilderness:overgrown_spruce_log"}],"result":[{"item":"minecraft:moss_block"},{"item":"minecraft:spruce_log"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'wilderness:overgrown_spruce_log'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/toughasnails/empty_canteen[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"toughasnails:empty_canteen"}],"result":[{"count":1,"item":"minecraft:leather"}],"tool":{"tag":"forge:shears"}}: Unknown item 'toughasnails:empty_canteen'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/buzzier_bees/white_clover[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"buzzier_bees:white_clover"}],"result":[{"count":2,"item":"minecraft:white_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'buzzier_bees:white_clover'
[04:24:14] [WARN] Error parsing recipe oreganized:quark/glance_vertical_slab_revert[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","ingredients":[{"item":"oreganized:glance_vertical_slab"}],"result":{"item":"oreganized:glance_slab","count":1},"conditions":[{"modid":"quark","type":"forge:mod_loaded"},{"type":"quark:flag","flag":"vertical_slabs"}]}: Unknown item 'oreganized:glance_vertical_slab'
[04:24:14] [WARN] Error parsing recipe nethersdelight:cutting/hoglin_sausage_alt[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"nethersdelight:hoglin_loin"}],"result":[{"count":2,"item":"mynethersdelight:hoglin_sausage"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'nethersdelight:hoglin_loin'
[04:24:14] [WARN] Error parsing recipe alexsdelight:barbecue_on_a_stick[minecraft:crafting_shapeless]: {"group":"barbecue_stick","type":"minecraft:crafting_shapeless","ingredients":[{"item":"farmersdelight:tomato"},{"item":"farmersdelight:onion"},{"item":"amfd:singular_cooked_moose_rib"},{"item":"minecraft:cooked_chicken"},{"item":"minecraft:stick"},{"item":"minecraft:stick"}],"result":{"item":"farmersdelight:barbecue_stick","count":2}}: Unknown item 'amfd:singular_cooked_moose_rib'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/habitat/yellow_anthurium[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"habitat:yellow_anthurium"}],"result":[{"count":2,"item":"minecraft:yellow_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'habitat:yellow_anthurium'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/habitat/white_anthurium[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"habitat:white_anthurium"}],"result":[{"count":2,"item":"minecraft:white_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'habitat:white_anthurium'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/wilderness/overgrown_birch_log[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"wilderness:overgrown_birch_log"}],"result":[{"item":"minecraft:moss_block"},{"item":"minecraft:birch_log"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'wilderness:overgrown_birch_log'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/twigs/silt_bricks[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"twigs:silt_bricks"}],"result":[{"count":4,"item":"twigs:silt_brick"}],"tool":{"type":"farmersdelight:tool_action","action":"pickaxe_dig"}}: Unknown item 'twigs:silt_bricks'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/wilderness/overgrown_spruce_wood[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"wilderness:overgrown_spruce_wood"}],"result":[{"item":"minecraft:moss_block"},{"item":"minecraft:spruce_wood"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'wilderness:overgrown_spruce_wood'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/buzzier_bees/buttercup[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"buzzier_bees:buttercup"}],"result":[{"count":2,"item":"minecraft:yellow_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'buzzier_bees:buttercup'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/wilderness/overgrown_oak_log[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"wilderness:overgrown_oak_log"}],"result":[{"item":"minecraft:moss_block"},{"item":"minecraft:oak_log"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'wilderness:overgrown_oak_log'
[04:24:14] [WARN] Error parsing recipe farmersrespite:chilidog_alt[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","ingredients":[{"item":"farmersrespite:blazing_chili"},{"item":"mynethersdelight:hotdog"},{"item":"mynethersdelight:hotdog"}],"result":{"count":2,"item":"mynethersdelight:chilidog"}}: Unknown item 'farmersrespite:blazing_chili'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/wilderness/overgrown_birch_wood[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"wilderness:overgrown_birch_wood"}],"result":[{"item":"minecraft:moss_block"},{"item":"minecraft:birch_wood"}],"sound":"minecraft:item.axe.strip","tool":{"type":"farmersdelight:tool_action","action":"axe_strip"}}: Unknown item 'wilderness:overgrown_birch_wood'
[04:24:14] [WARN] Error parsing recipe oreganized:quark/glance_brick_vertical_slab_revert[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","ingredients":[{"item":"oreganized:glance_brick_vertical_slab"}],"result":{"item":"oreganized:glance_brick_slab","count":1},"conditions":[{"modid":"quark","type":"forge:mod_loaded"},{"type":"quark:flag","flag":"vertical_slabs"}]}: Unknown item 'oreganized:glance_brick_vertical_slab'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/habitat/edelweiss[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"habitat:edelweiss"}],"result":[{"count":2,"item":"minecraft:light_gray_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'habitat:edelweiss'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/buzzier_bees/pink_clover[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"buzzier_bees:pink_clover"}],"result":[{"count":2,"item":"minecraft:pink_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'buzzier_bees:pink_clover'
[04:24:14] [WARN] Error parsing recipe integrations:hidden_id_soulstealer[ars_nouveau:enchanting_apparatus]: {"type":"ars_nouveau:enchanting_apparatus","keepNbtOfReagent":true,"output":{"item":"simplyswords:soulstealer"},"pedestalItems":[{"item":"alexscaves:shadow_silk"},{"item":"quark:soul_bead"},{"item":"quark:soul_bead"},{"item":"alexsmobs:skreecher_soul"},{"item":"alexsmobs:skreecher_soul"},{"item":"nextherexp:banshee_powder"},{"item":"nextherexp:banshee_powder"},{"item":"nextherexp:wraithing_flesh"}],"reagent":[{"item":"simplyswords:netherite_sai"}],"sourceCost":1000}: Unknown item 'nextherexp:banshee_powder'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/autumnity/autumn_crocus[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"autumnity:autumn_crocus"}],"result":[{"count":2,"item":"minecraft:magenta_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'autumnity:autumn_crocus'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/marigolds/marigold[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"marigolds:marigold"}],"result":[{"count":2,"item":"minecraft:orange_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'marigolds:marigold'
[04:24:14] [WARN] Error parsing recipe v_slab_compat:netherexp/yellow_nether_brick[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","pattern":["   ","   ","   "],"key":{},"result":{"item":"v_slab_compat:netherexp/yellow_nether_brick_vertical_slab","count":3}}: Index 0 out of bounds for length 0
[04:24:14] [WARN] Error parsing recipe integrations:hidden_id_soulrender[ars_nouveau:enchanting_apparatus]: {"type":"ars_nouveau:enchanting_apparatus","keepNbtOfReagent":true,"output":{"item":"simplyswords:soulrender"},"pedestalItems":[{"item":"minecraft:wither_skeleton_skull"},{"item":"quark:soul_bead"},{"item":"quark:soul_bead"},{"item":"alexsmobs:skreecher_soul"},{"item":"alexsmobs:skreecher_soul"},{"item":"nextherexp:banshee_powder"},{"item":"nextherexp:banshee_powder"},{"item":"nextherexp:wraithing_flesh"}],"reagent":[{"item":"simplyswords:netherite_scythe"}],"sourceCost":1000}: Unknown item 'nextherexp:banshee_powder'
[04:24:14] [WARN] Error parsing recipe farmersdelight:cutting/habitat/purple_anthurium[farmersdelight:cutting]: {"type":"farmersdelight:cutting","ingredients":[{"item":"habitat:purple_anthurium"}],"result":[{"count":2,"item":"minecraft:purple_dye"}],"tool":{"tag":"forge:tools/knives"}}: Unknown item 'habitat:purple_anthurium'
[04:24:15] [INFO] Added 473 recipes, removed 479 recipes, modified 77 recipes, with 32 failed recipes in 1.361 s
[04:24:33] [INFO] Server resource reload complete!
